% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.31	1	2	32	1	50	28	549	0	0	0
0.31	1	2	32	1	50	28	549	0	0	1
0.311	1	14	32	2	1	28	549	0	0	0
0.311	1	14	32	2	1	28	549	0	0	1
0.312	1	1	32	3	87	28	549	0	0	0
0.312	1	1	32	3	87	28	549	0	0	1
0.313	1	11	32	4	58	28	549	0	0	0
0.313	1	11	32	4	58	28	549	0	0	1
0.314	1	15	32	5	12	28	549	0	0	0
0.314	1	15	32	5	12	28	549	0	0	1
0.315	1	6	32	6	91	28	549	0	0	0
0.315	1	6	32	6	91	28	549	0	0	1
0.316	1	10	32	7	63	28	549	0	0	0
0.316	1	10	32	7	63	28	549	0	0	1
0.317	1	5	32	8	20	28	549	0	0	0
0.317	1	5	32	8	20	28	549	0	0	1
0.318	1	13	32	9	94	28	549	0	0	0
0.318	1	13	32	9	94	28	549	0	0	1
0.319	1	3	32	10	96	28	549	0	0	0
0.319	1	3	32	10	96	28	549	0	0	1
0.32	1	8	33	1	71	28	549	0	0	0
0.32	1	8	33	1	71	28	549	0	0	1
0.321	1	7	33	2	29	28	549	0	0	0
0.321	1	7	33	2	29	28	549	0	0	1
0.322	1	4	33	3	78	28	549	0	0	0
0.322	1	4	33	3	78	28	549	0	0	1
0.323	1	9	33	4	39	28	549	0	0	0
0.323	1	9	33	4	39	28	549	0	0	1
0.324	1	12	33	5	82	28	549	0	0	0
0.324	1	12	33	5	82	28	549	0	0	1
0.325	1	2	33	6	50	28	549	0	0	0
0.325	1	2	33	6	50	28	549	0	0	1
0.326	1	14	33	7	1	28	549	0	0	0
0.326	1	14	33	7	1	28	549	0	0	1
0.327	1	1	33	8	87	28	549	0	0	0
0.327	1	1	33	8	87	28	549	0	0	1
0.328	1	11	33	9	58	28	549	0	0	0
0.328	1	11	33	9	58	28	549	0	0	1
0.329	1	15	33	10	12	28	549	0	0	0
0.329	1	15	33	10	12	28	549	0	0	1
0.33	1	6	34	1	91	28	549	0	0	0
0.33	1	6	34	1	91	28	549	0	0	1
0.331	1	10	34	2	63	28	549	0	0	0
0.331	1	10	34	2	63	28	549	0	0	1
0.332	1	5	34	3	20	28	549	0	0	0
0.332	1	5	34	3	20	28	549	0	0	1
0.333	1	13	34	4	94	28	549	0	0	0
0.333	1	13	34	4	94	28	549	0	0	1
0.334	1	3	34	5	96	28	549	0	0	0
0.334	1	3	34	5	96	28	549	0	0	1
0.335	1	8	34	6	71	28	549	0	0	0
0.335	1	8	34	6	71	28	549	0	0	1
0.336	1	7	34	7	29	28	549	0	0	0
0.336	1	7	34	7	29	28	549	0	0	1
0.337	1	4	34	8	78	28	549	0	0	0
0.337	1	4	34	8	78	28	549	0	0	1
0.338	1	9	34	9	39	28	549	0	0	0
0.338	1	9	34	9	39	28	549	0	0	1
0.339	1	12	34	10	82	28	549	0	0	0
0.339	1	12	34	10	82	28	549	0	0	1
0.34	1	2	35	1	50	28	549	0	0	0
0.34	1	2	35	1	50	28	549	0	0	1
0.341	1	14	35	2	1	28	549	0	0	0
0.341	1	14	35	2	1	28	549	0	0	1
0.342	1	1	35	3	87	28	549	0	0	0
0.342	1	1	35	3	87	28	549	0	0	1
0.343	1	11	35	4	58	28	549	0	0	0
0.343	1	11	35	4	58	28	549	0	0	1
0.344	1	15	35	5	12	28	549	0	0	0
0.344	1	15	35	5	12	28	549	0	0	1
0.345	1	6	35	6	91	28	549	0	0	0
0.345	1	6	35	6	91	28	549	0	0	1
0.346	1	10	35	7	63	28	549	0	0	0
0.346	1	10	35	7	63	28	549	0	0	1
0.347	1	5	35	8	20	28	549	0	0	0
0.347	1	5	35	8	20	28	549	0	0	1
0.348	1	13	35	9	94	28	549	0	0	0
0.348	1	13	35	9	94	28	549	0	0	1
0.349	1	3	35	10	96	28	549	0	0	0
0.349	1	3	35	10	96	28	549	0	0	1
0.35	1	8	36	1	71	28	549	0	0	0
0.35	1	8	36	1	71	28	549	0	0	1
0.351	1	7	36	2	29	28	549	0	0	0
0.351	1	7	36	2	29	28	549	0	0	1
0.352	1	4	36	3	78	28	549	0	0	0
0.352	1	4	36	3	78	28	549	0	0	1
0.353	1	9	36	4	39	28	549	0	0	0
0.353	1	9	36	4	39	28	549	0	0	1
0.354	1	12	36	5	82	28	549	0	0	0
0.354	1	12	36	5	82	28	549	0	0	1
0.355	1	2	36	6	50	28	549	0	0	0
0.355	1	2	36	6	50	28	549	0	0	1
0.356	1	14	36	7	1	28	549	0	0	0
0.356	1	14	36	7	1	28	549	0	0	1
0.357	1	1	36	8	87	28	549	0	0	0
0.357	1	1	36	8	87	28	549	0	0	1
0.358	1	11	36	9	58	28	549	0	0	0
0.358	1	11	36	9	58	28	549	0	0	1
0.359	1	15	36	10	12	28	549	0	0	0
0.359	1	15	36	10	12	28	549	0	0	1
0.36	1	6	37	1	91	28	549	0	0	0
0.36	1	6	37	1	91	28	549	0	0	1
0.361	1	10	37	2	63	28	549	0	0	0
0.361	1	10	37	2	63	28	549	0	0	1
0.362	1	5	37	3	20	28	549	0	0	0
0.362	1	5	37	3	20	28	549	0	0	1
0.363	1	13	37	4	94	28	549	0	0	0
0.363	1	13	37	4	94	28	549	0	0	1
0.364	1	3	37	5	96	28	549	0	0	0
0.364	1	3	37	5	96	28	549	0	0	1
0.365	1	8	37	6	71	28	549	0	0	0
0.365	1	8	37	6	71	28	549	0	0	1
0.366	1	7	37	7	29	28	549	0	0	0
0.366	1	7	37	7	29	28	549	0	0	1
0.367	1	4	37	8	78	28	549	0	0	0
0.367	1	4	37	8	78	28	549	0	0	1
0.368	1	9	37	9	39	28	549	0	0	0
0.368	1	9	37	9	39	28	549	0	0	1
0.369	1	12	37	10	82	28	549	0	0	0
0.369	1	12	37	10	82	28	549	0	0	1
0.37	1	2	38	1	50	28	549	0	0	0
0.37	1	2	38	1	50	28	549	0	0	1
0.371	1	14	38	2	1	28	549	0	0	0
0.371	1	14	38	2	1	28	549	0	0	1
0.372	1	1	38	3	87	28	549	0	0	0
0.372	1	1	38	3	87	28	549	0	0	1
0.373	1	11	38	4	58	28	549	0	0	0
0.373	1	11	38	4	58	28	549	0	0	1
0.374	1	15	38	5	12	28	549	0	0	0
0.374	1	15	38	5	12	28	549	0	0	1
0.375	1	6	38	6	91	28	549	0	0	0
0.375	1	6	38	6	91	28	549	0	0	1
0.376	1	10	38	7	63	28	549	0	0	0
0.376	1	10	38	7	63	28	549	0	0	1
0.377	1	5	38	8	20	28	549	0	0	0
0.377	1	5	38	8	20	28	549	0	0	1
0.378	1	13	38	9	94	28	549	0	0	0
0.378	1	13	38	9	94	28	549	0	0	1
0.379	1	3	38	10	96	28	549	0	0	0
0.379	1	3	38	10	96	28	549	0	0	1
0.38	1	8	39	1	71	28	549	0	0	0
0.38	1	8	39	1	71	28	549	0	0	1
0.381	1	7	39	2	29	28	549	0	0	0
0.381	1	7	39	2	29	28	549	0	0	1
0.382	1	4	39	3	78	28	549	0	0	0
0.382	1	4	39	3	78	28	549	0	0	1
0.383	1	9	39	4	39	28	549	0	0	0
0.383	1	9	39	4	39	28	549	0	0	1
0.384	1	12	39	5	82	28	549	0	0	0
0.384	1	12	39	5	82	28	549	0	0	1
0.385	1	2	39	6	50	28	549	0	0	0
0.385	1	2	39	6	50	28	549	0	0	1
0.386	1	14	39	7	1	28	549	0	0	0
0.386	1	14	39	7	1	28	549	0	0	1
0.387	1	1	39	8	87	28	549	0	0	0
0.387	1	1	39	8	87	28	549	0	0	1
0.388	1	11	39	9	58	28	549	0	0	0
0.388	1	11	39	9	58	28	549	0	0	1
0.389	1	15	39	10	12	28	549	0	0	0
0.389	1	15	39	10	12	28	549	0	0	1
0.39	1	6	40	1	91	28	549	0	0	0
0.39	1	6	40	1	91	28	549	0	0	1
0.391	1	10	40	2	63	28	549	0	0	0
0.391	1	10	40	2	63	28	549	0	0	1
0.392	1	5	40	3	20	28	549	0	0	0
0.392	1	5	40	3	20	28	549	0	0	1
0.393	1	13	40	4	94	28	549	0	0	0
0.393	1	13	40	4	94	28	549	0	0	1
0.394	1	3	40	5	96	28	549	0	0	0
0.394	1	3	40	5	96	28	549	0	0	1
0.395	1	8	40	6	71	28	549	0	0	0
0.395	1	8	40	6	71	28	549	0	0	1
0.396	1	7	40	7	29	28	549	0	0	0
0.396	1	7	40	7	29	28	549	0	0	1
0.397	1	4	40	8	78	28	549	0	0	0
0.397	1	4	40	8	78	28	549	0	0	1
0.398	1	9	40	9	39	28	549	0	0	0
0.398	1	9	40	9	39	28	549	0	0	1
0.399	1	12	40	10	82	28	549	0	0	0
0.399	1	12	40	10	82	28	549	0	0	1
0.4	1	2	41	1	50	28	549	0	0	0
0.4	1	2	41	1	50	28	549	0	0	1
0.401	1	14	41	2	1	28	549	0	0	0
0.401	1	14	41	2	1	28	549	0	0	1
0.402	1	1	41	3	87	28	549	0	0	0
0.402	1	1	41	3	87	28	549	0	0	1
0.403	1	11	41	4	58	28	549	0	0	0
0.403	1	11	41	4	58	28	549	0	0	1
0.404	1	15	41	5	12	28	549	0	0	0
0.404	1	15	41	5	12	28	549	0	0	1
0.405	1	6	41	6	91	28	549	0	0	0
0.405	1	6	41	6	91	28	549	0	0	1
0.406	1	10	41	7	63	28	549	0	0	0
0.406	1	10	41	7	63	28	549	0	0	1
0.407	1	5	41	8	20	28	549	0	0	0
0.407	1	5	41	8	20	28	549	0	0	1
0.408	1	13	41	9	94	28	549	0	0	0
0.408	1	13	41	9	94	28	549	0	0	1
0.409	1	3	41	10	96	28	549	0	0	0
0.409	1	3	41	10	96	28	549	0	0	1
0.41	1	8	42	1	71	28	549	0	0	0
0.41	1	8	42	1	71	28	549	0	0	1
0.411	1	7	42	2	29	28	549	0	0	0
0.411	1	7	42	2	29	28	549	0	0	1
0.412	1	4	42	3	78	28	549	0	0	0
0.412	1	4	42	3	78	28	549	0	0	1
0.413	1	9	42	4	39	28	549	0	0	0
0.413	1	9	42	4	39	28	549	0	0	1
0.414	1	12	42	5	82	28	549	0	0	0
0.414	1	12	42	5	82	28	549	0	0	1
0.415	1	2	42	6	50	28	549	0	0	0
0.415	1	2	42	6	50	28	549	0	0	1
0.416	1	14	42	7	1	28	549	0	0	0
0.416	1	14	42	7	1	28	549	0	0	1
0.417	1	1	42	8	87	28	549	0	0	0
0.417	1	1	42	8	87	28	549	0	0	1
0.418	1	11	42	9	58	28	549	0	0	0
0.418	1	11	42	9	58	28	549	0	0	1
0.419	1	15	42	10	12	28	549	0	0	0
0.419	1	15	42	10	12	28	549	0	0	1
0.42	1	6	43	1	91	28	549	0	0	0
0.42	1	6	43	1	91	28	549	0	0	1
0.421	1	10	43	2	63	28	549	0	0	0
0.421	1	10	43	2	63	28	549	0	0	1
0.422	1	5	43	3	20	28	549	0	0	0
0.422	1	5	43	3	20	28	549	0	0	1
0.423	1	13	43	4	94	28	549	0	0	0
0.423	1	13	43	4	94	28	549	0	0	1
0.424	1	3	43	5	96	28	549	0	0	0
0.424	1	3	43	5	96	28	549	0	0	1
0.425	1	8	43	6	71	28	549	0	0	0
0.425	1	8	43	6	71	28	549	0	0	1
0.426	1	7	43	7	29	28	549	0	0	0
0.426	1	7	43	7	29	28	549	0	0	1
0.427	1	4	43	8	78	28	549	0	0	0
0.427	1	4	43	8	78	28	549	0	0	1
0.428	1	9	43	9	39	28	549	0	0	0
0.428	1	9	43	9	39	28	549	0	0	1
0.429	1	12	43	10	82	28	549	0	0	0
0.429	1	12	43	10	82	28	549	0	0	1
0.43	1	2	44	1	50	28	549	0	0	0
0.43	1	2	44	1	50	28	549	0	0	1
0.431	1	14	44	2	1	28	549	0	0	0
0.431	1	14	44	2	1	28	549	0	0	1
0.432	1	1	44	3	87	28	549	0	0	0
0.432	1	1	44	3	87	28	549	0	0	1
0.433	1	11	44	4	58	28	549	0	0	0
0.433	1	11	44	4	58	28	549	0	0	1
0.434	1	15	44	5	12	28	549	0	0	0
0.434	1	15	44	5	12	28	549	0	0	1
0.435	1	6	44	6	91	28	549	0	0	0
0.435	1	6	44	6	91	28	549	0	0	1
0.436	1	10	44	7	63	28	549	0	0	0
0.436	1	10	44	7	63	28	549	0	0	1
0.437	1	5	44	8	20	28	549	0	0	0
0.437	1	5	44	8	20	28	549	0	0	1
0.438	1	13	44	9	94	28	549	0	0	0
0.438	1	13	44	9	94	28	549	0	0	1
0.439	1	3	44	10	96	28	549	0	0	0
0.439	1	3	44	10	96	28	549	0	0	1
0.44	1	8	45	1	71	28	549	0	0	0
0.44	1	8	45	1	71	28	549	0	0	1
0.441	1	7	45	2	29	28	549	0	0	0
0.441	1	7	45	2	29	28	549	0	0	1
0.442	1	4	45	3	78	28	549	0	0	0
0.442	1	4	45	3	78	28	549	0	0	1
0.443	1	9	45	4	39	28	549	0	0	0
0.443	1	9	45	4	39	28	549	0	0	1
0.444	1	12	45	5	82	28	549	0	0	0
0.444	1	12	45	5	82	28	549	0	0	1
0.445	1	2	45	6	50	28	549	0	0	0
0.445	1	2	45	6	50	28	549	0	0	1
0.446	1	14	45	7	1	28	549	0	0	0
0.446	1	14	45	7	1	28	549	0	0	1
0.447	1	1	45	8	87	28	549	0	0	0
0.447	1	1	45	8	87	28	549	0	0	1
0.448	1	11	45	9	58	28	549	0	0	0
0.448	1	11	45	9	58	28	549	0	0	1
0.449	1	15	45	10	12	28	549	0	0	0
0.449	1	15	45	10	12	28	549	0	0	1
0.45	1	6	46	1	91	28	549	0	0	0
0.45	1	6	46	1	91	28	549	0	0	1
0.451	1	10	46	2	63	28	549	0	0	0
0.451	1	10	46	2	63	28	549	0	0	1
0.452	1	5	46	3	20	28	549	0	0	0
0.452	1	5	46	3	20	28	549	0	0	1
0.453	1	13	46	4	94	28	549	0	0	0
0.453	1	13	46	4	94	28	549	0	0	1
0.454	1	3	46	5	96	28	549	0	0	0
0.454	1	3	46	5	96	28	549	0	0	1
0.455	1	8	46	6	71	28	549	0	0	0
0.455	1	8	46	6	71	28	549	0	0	1
0.456	1	7	46	7	29	28	549	0	0	0
0.456	1	7	46	7	29	28	549	0	0	1
0.457	1	4	46	8	78	28	549	0	0	0
0.457	1	4	46	8	78	28	549	0	0	1
0.458	1	9	46	9	39	28	549	0	0	0
0.458	1	9	46	9	39	28	549	0	0	1
0.459	1	12	46	10	82	28	549	0	0	0
0.459	1	12	46	10	82	28	549	0	0	1
0.46	1	2	47	1	50	28	549	0	0	0
0.46	1	2	47	1	50	28	549	0	0	1
0.461	1	14	47	2	1	28	549	0	0	0
0.461	1	14	47	2	1	28	549	0	0	1
0.462	1	1	47	3	87	28	549	0	0	0
0.462	1	1	47	3	87	28	549	0	0	1
0.463	1	11	47	4	58	28	549	0	0	0
0.463	1	11	47	4	58	28	549	0	0	1
0.464	1	15	47	5	12	28	549	0	0	0
0.464	1	15	47	5	12	28	549	0	0	1
0.465	1	6	47	6	91	28	549	0	0	0
0.465	1	6	47	6	91	28	549	0	0	1
0.466	1	10	47	7	63	28	549	0	0	0
0.466	1	10	47	7	63	28	549	0	0	1
0.467	1	5	47	8	20	28	549	0	0	0
0.467	1	5	47	8	20	28	549	0	0	1
0.468	1	13	47	9	94	28	549	0	0	0
0.468	1	13	47	9	94	28	549	0	0	1
0.469	1	3	47	10	96	28	549	0	0	0
0.469	1	3	47	10	96	28	549	0	0	1
0.47	1	8	48	1	71	28	549	0	0	0
0.47	1	8	48	1	71	28	549	0	0	1
0.471	1	7	48	2	29	28	549	0	0	0
0.471	1	7	48	2	29	28	549	0	0	1
0.472	1	4	48	3	78	28	549	0	0	0
0.472	1	4	48	3	78	28	549	0	0	1
0.473	1	9	48	4	39	28	549	0	0	0
0.473	1	9	48	4	39	28	549	0	0	1
0.474	1	12	48	5	82	28	549	0	0	0
0.474	1	12	48	5	82	28	549	0	0	1
0.475	1	2	48	6	50	28	549	0	0	0
0.475	1	2	48	6	50	28	549	0	0	1
0.476	1	14	48	7	1	28	549	0	0	0
0.476	1	14	48	7	1	28	549	0	0	1
0.477	1	1	48	8	87	28	549	0	0	0
0.477	1	1	48	8	87	28	549	0	0	1
0.478	1	11	48	9	58	28	549	0	0	0
0.478	1	11	48	9	58	28	549	0	0	1
0.479	1	15	48	10	12	28	549	0	0	0
0.479	1	15	48	10	12	28	549	0	0	1
0.48	1	6	49	1	91	28	549	0	0	0
0.48	1	6	49	1	91	28	549	0	0	1
0.481	1	10	49	2	63	28	549	0	0	0
0.481	1	10	49	2	63	28	549	0	0	1
0.482	1	5	49	3	20	28	549	0	0	0
0.482	1	5	49	3	20	28	549	0	0	1
0.483	1	13	49	4	94	28	549	0	0	0
0.483	1	13	49	4	94	28	549	0	0	1
0.484	1	3	49	5	96	28	549	0	0	0
0.484	1	3	49	5	96	28	549	0	0	1
0.485	1	8	49	6	71	28	549	0	0	0
0.485	1	8	49	6	71	28	549	0	0	1
0.486	1	7	49	7	29	28	549	0	0	0
0.486	1	7	49	7	29	28	549	0	0	1
0.487	1	4	49	8	78	28	549	0	0	0
0.487	1	4	49	8	78	28	549	0	0	1
0.488	1	9	49	9	39	28	549	0	0	0
0.488	1	9	49	9	39	28	549	0	0	1
0.489	1	12	49	10	82	28	549	0	0	0
0.489	1	12	49	10	82	28	549	0	0	1
0.49	1	2	50	1	50	28	549	0	0	0
0.49	1	2	50	1	50	28	549	0	0	1
0.491	1	14	50	2	1	28	549	0	0	0
0.491	1	14	50	2	1	28	549	0	0	1
0.492	1	1	50	3	87	28	549	0	0	0
0.492	1	1	50	3	87	28	549	0	0	1
0.493	1	11	50	4	58	28	549	0	0	0
0.493	1	11	50	4	58	28	549	0	0	1
0.494	1	15	50	5	12	28	549	0	0	0
0.494	1	15	50	5	12	28	549	0	0	1
0.495	1	6	50	6	91	28	549	0	0	0
0.495	1	6	50	6	91	28	549	0	0	1
0.496	1	10	50	7	63	28	549	0	0	0
0.496	1	10	50	7	63	28	549	0	0	1
0.497	1	5	50	8	20	28	549	0	0	0
0.497	1	5	50	8	20	28	549	0	0	1
0.498	1	13	50	9	94	28	549	0	0	0
0.498	1	13	50	9	94	28	549	0	0	1
0.499	1	3	50	10	96	28	549	0	0	0
0.499	1	3	50	10	96	28	549	0	0	1
0.5	1	8	51	1	71	28	549	0	0	0
0.5	1	8	51	1	71	28	549	0	0	1
0.501	1	7	51	2	29	28	549	0	0	0
0.501	1	7	51	2	29	28	549	0	0	1
0.502	1	4	51	3	78	28	549	0	0	0
0.502	1	4	51	3	78	28	549	0	0	1
0.503	1	9	51	4	39	28	549	0	0	0
0.503	1	9	51	4	39	28	549	0	0	1
0.504	1	12	51	5	82	28	549	0	0	0
0.504	1	12	51	5	82	28	549	0	0	1
0.505	1	2	51	6	50	28	549	0	0	0
0.505	1	2	51	6	50	28	549	0	0	1
0.506	1	14	51	7	1	28	549	0	0	0
0.506	1	14	51	7	1	28	549	0	0	1
0.507	1	1	51	8	87	28	549	0	0	0
0.507	1	1	51	8	87	28	549	0	0	1
0.508	1	11	51	9	58	28	549	0	0	0
0.508	1	11	51	9	58	28	549	0	0	1
0.509	1	15	51	10	12	28	549	0	0	0
0.509	1	15	51	10	12	28	549	0	0	1
0.51	1	6	52	1	91	28	549	0	0	0
0.51	1	6	52	1	91	28	549	0	0	1
0.511	1	10	52	2	63	28	549	0	0	0
0.511	1	10	52	2	63	28	549	0	0	1
0.512	1	5	52	3	20	28	549	0	0	0
0.512	1	5	52	3	20	28	549	0	0	1
0.513	1	13	52	4	94	28	549	0	0	0
0.513	1	13	52	4	94	28	549	0	0	1
0.514	1	3	52	5	96	28	549	0	0	0
0.514	1	3	52	5	96	28	549	0	0	1
0.515	1	8	52	6	71	28	549	0	0	0
0.515	1	8	52	6	71	28	549	0	0	1
0.516	1	7	52	7	29	28	549	0	0	0
0.516	1	7	52	7	29	28	549	0	0	1
0.517	1	4	52	8	78	28	549	0	0	0
0.517	1	4	52	8	78	28	549	0	0	1
0.518	1	9	52	9	39	28	549	0	0	0
0.518	1	9	52	9	39	28	549	0	0	1
0.519	1	12	52	10	82	28	549	0	0	0
0.519	1	12	52	10	82	28	549	0	0	1
0.52	1	2	53	1	50	28	549	0	0	0
0.52	1	2	53	1	50	28	549	0	0	1
0.521	1	14	53	2	1	28	549	0	0	0
0.521	1	14	53	2	1	28	549	0	0	1
0.522	1	1	53	3	87	28	549	0	0	0
0.522	1	1	53	3	87	28	549	0	0	1
0.523	1	11	53	4	58	28	549	0	0	0
0.523	1	11	53	4	58	28	549	0	0	1
0.524	1	15	53	5	12	28	549	0	0	0
0.524	1	15	53	5	12	28	549	0	0	1
0.525	1	6	53	6	91	28	549	0	0	0
0.525	1	6	53	6	91	28	549	0	0	1
0.526	1	10	53	7	63	28	549	0	0	0
0.526	1	10	53	7	63	28	549	0	0	1
0.527	1	5	53	8	20	28	549	0	0	0
0.527	1	5	53	8	20	28	549	0	0	1
0.528	1	13	53	9	94	28	549	0	0	0
0.528	1	13	53	9	94	28	549	0	0	1
0.529	1	3	53	10	96	28	549	0	0	0
0.529	1	3	53	10	96	28	549	0	0	1
0.53	1	8	54	1	71	28	549	0	0	0
0.53	1	8	54	1	71	28	549	0	0	1
0.531	1	7	54	2	29	28	549	0	0	0
0.531	1	7	54	2	29	28	549	0	0	1
0.532	1	4	54	3	78	28	549	0	0	0
0.532	1	4	54	3	78	28	549	0	0	1
0.533	1	9	54	4	39	28	549	0	0	0
0.533	1	9	54	4	39	28	549	0	0	1
0.534	1	12	54	5	82	28	549	0	0	0
0.534	1	12	54	5	82	28	549	0	0	1
0.535	1	2	54	6	50	28	549	0	0	0
0.535	1	2	54	6	50	28	549	0	0	1
0.536	1	14	54	7	1	28	549	0	0	0
0.536	1	14	54	7	1	28	549	0	0	1
0.537	1	1	54	8	87	28	549	0	0	0
0.537	1	1	54	8	87	28	549	0	0	1
0.538	1	11	54	9	58	28	549	0	0	0
0.538	1	11	54	9	58	28	549	0	0	1
0.539	1	15	54	10	12	28	549	0	0	0
0.539	1	15	54	10	12	28	549	0	0	1
0.54	1	6	55	1	91	28	549	0	0	0
0.54	1	6	55	1	91	28	549	0	0	1
0.541	1	10	55	2	63	28	549	0	0	0
0.541	1	10	55	2	63	28	549	0	0	1
0.542	1	5	55	3	20	28	549	0	0	0
0.542	1	5	55	3	20	28	549	0	0	1
0.543	1	13	55	4	94	28	549	0	0	0
0.543	1	13	55	4	94	28	549	0	0	1
0.544	1	3	55	5	96	28	549	0	0	0
0.544	1	3	55	5	96	28	549	0	0	1
0.545	1	8	55	6	71	28	549	0	0	0
0.545	1	8	55	6	71	28	549	0	0	1
0.546	1	7	55	7	29	28	549	0	0	0
0.546	1	7	55	7	29	28	549	0	0	1
0.547	1	4	55	8	78	28	549	0	0	0
0.547	1	4	55	8	78	28	549	0	0	1
0.548	1	9	55	9	39	28	549	0	0	0
0.548	1	9	55	9	39	28	549	0	0	1
0.549	1	12	55	10	82	28	549	0	0	0
0.549	1	12	55	10	82	28	549	0	0	1
0.55	1	2	56	1	50	28	549	0	0	0
0.55	1	2	56	1	50	28	549	0	0	1
0.551	1	14	56	2	1	28	549	0	0	0
0.551	1	14	56	2	1	28	549	0	0	1
0.552	1	1	56	3	87	28	549	0	0	0
0.552	1	1	56	3	87	28	549	0	0	1
0.553	1	11	56	4	58	28	549	0	0	0
0.553	1	11	56	4	58	28	549	0	0	1
0.554	1	15	56	5	12	28	549	0	0	0
0.554	1	15	56	5	12	28	549	0	0	1
0.555	1	6	56	6	91	28	549	0	0	0
0.555	1	6	56	6	91	28	549	0	0	1
0.556	1	10	56	7	63	28	549	0	0	0
0.556	1	10	56	7	63	28	549	0	0	1
0.557	1	5	56	8	20	28	549	0	0	0
0.557	1	5	56	8	20	28	549	0	0	1
0.558	1	13	56	9	94	28	549	0	0	0
0.558	1	13	56	9	94	28	549	0	0	1
0.559	1	3	56	10	96	28	549	0	0	0
0.559	1	3	56	10	96	28	549	0	0	1
0.56	1	8	57	1	71	28	549	0	0	0
0.56	1	8	57	1	71	28	549	0	0	1
0.561	1	7	57	2	29	28	549	0	0	0
0.561	1	7	57	2	29	28	549	0	0	1
0.562	1	4	57	3	78	28	549	0	0	0
0.562	1	4	57	3	78	28	549	0	0	1
0.563	1	9	57	4	39	28	549	0	0	0
0.563	1	9	57	4	39	28	549	0	0	1
0.564	1	12	57	5	82	28	549	0	0	0
0.564	1	12	57	5	82	28	549	0	0	1
0.565	1	2	57	6	50	28	549	0	0	0
0.565	1	2	57	6	50	28	549	0	0	1
0.566	1	14	57	7	1	28	549	0	0	0
0.566	1	14	57	7	1	28	549	0	0	1
0.567	1	1	57	8	87	28	549	0	0	0
0.567	1	1	57	8	87	28	549	0	0	1
0.568	1	11	57	9	58	28	549	0	0	0
0.568	1	11	57	9	58	28	549	0	0	1
0.569	1	15	57	10	12	28	549	0	0	0
0.569	1	15	57	10	12	28	549	0	0	1
0.57	1	6	58	1	91	28	549	0	0	0
0.57	1	6	58	1	91	28	549	0	0	1
0.571	1	10	58	2	63	28	549	0	0	0
0.571	1	10	58	2	63	28	549	0	0	1
0.572	1	5	58	3	20	28	549	0	0	0
0.572	1	5	58	3	20	28	549	0	0	1
0.573	1	13	58	4	94	28	549	0	0	0
0.573	1	13	58	4	94	28	549	0	0	1
0.574	1	3	58	5	96	28	549	0	0	0
0.574	1	3	58	5	96	28	549	0	0	1
0.575	1	8	58	6	71	28	549	0	0	0
0.575	1	8	58	6	71	28	549	0	0	1
0.576	1	7	58	7	29	28	549	0	0	0
0.576	1	7	58	7	29	28	549	0	0	1
0.577	1	4	58	8	78	28	549	0	0	0
0.577	1	4	58	8	78	28	549	0	0	1
0.578	1	9	58	9	39	28	549	0	0	0
0.578	1	9	58	9	39	28	549	0	0	1
0.579	1	12	58	10	82	28	549	0	0	0
0.579	1	12	58	10	82	28	549	0	0	1
0.58	1	2	59	1	50	28	549	0	0	0
0.58	1	2	59	1	50	28	549	0	0	1
0.581	1	14	59	2	1	28	549	0	0	0
0.581	1	14	59	2	1	28	549	0	0	1
0.582	1	1	59	3	87	28	549	0	0	0
0.582	1	1	59	3	87	28	549	0	0	1
0.583	1	11	59	4	58	28	549	0	0	0
0.583	1	11	59	4	58	28	549	0	0	1
0.584	1	15	59	5	12	28	549	0	0	0
0.584	1	15	59	5	12	28	549	0	0	1
0.585	1	6	59	6	91	28	549	0	0	0
0.585	1	6	59	6	91	28	549	0	0	1
0.586	1	10	59	7	63	28	549	0	0	0
0.586	1	10	59	7	63	28	549	0	0	1
0.587	1	5	59	8	20	28	549	0	0	0
0.587	1	5	59	8	20	28	549	0	0	1
0.588	1	13	59	9	94	28	549	0	0	0
0.588	1	13	59	9	94	28	549	0	0	1
0.589	1	3	59	10	96	28	549	0	0	0
0.589	1	3	59	10	96	28	549	0	0	1
0.59	1	8	60	1	71	28	549	0	0	0
0.59	1	8	60	1	71	28	549	0	0	1
0.591	1	7	60	2	29	28	549	0	0	0
0.591	1	7	60	2	29	28	549	0	0	1
0.592	1	4	60	3	78	28	549	0	0	0
0.592	1	4	60	3	78	28	549	0	0	1
0.593	1	9	60	4	39	28	549	0	0	0
0.593	1	9	60	4	39	28	549	0	0	1
0.594	1	12	60	5	82	28	549	0	0	0
0.594	1	12	60	5	82	28	549	0	0	1
0.595	1	2	60	6	50	28	549	0	0	0
0.595	1	2	60	6	50	28	549	0	0	1
0.596	1	14	60	7	1	28	549	0	0	0
0.596	1	14	60	7	1	28	549	0	0	1
0.597	1	1	60	8	87	28	549	0	0	0
0.597	1	1	60	8	87	28	549	0	0	1
0.598	1	11	60	9	58	28	549	0	0	0
0.598	1	11	60	9	58	28	549	0	0	1
0.599	1	15	60	10	12	28	549	0	0	0
0.599	1	15	60	10	12	28	549	0	0	1
0.6	1	6	61	1	91	28	549	0	0	0
